,Happiness,GDP,SocialSupport,Health,Freedom,Generosity,Corruption,PositiveAffect,NegativeAffect,ConfidenceInGovernment
51,3.82386565208435,7.41045141220093,0.646984994411469,55.5,0.484429150819778,0.380740523338318,0.64719158411026,0.573366701602936,0.321692764759064,0.435076951980591
142,6.42144775390625,8.7408332824707,0.942131102085114,64.8000030517578,0.985177755355835,0.116510666906834,0.464641600847244,0.838989078998566,0.202737495303154,0.964690446853638
